canonical_id,primary_identity,mathematical_maturity,external_evidence_maturity,final_disposition,reviewer_state,source_anchor_count,parent_count,child_count
IMPLICIT-72C8307AA0F369AE,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-72CD9065CC4F1DDD,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-72D33F1E23A5A4C1,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-72D5A3EF854B1B6A,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-72DA9587EBFB28F3,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-72E2C8F78923CF46,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-72E398CCEF165BAC,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-7307C4FBD3D48E36,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-731497E791249DC4,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-73400977F0A5163B,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-73452E8AFCD19241,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-734F899273ED293F,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-73522B89C68AD930,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7368A67E6FD37780,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-736CDF84CD733770,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-737C131DEE826BA8,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-738DD7B5B6C9A263,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-73A357BA4E751A29,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-73A89339C5ED080B,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-73D00E1DCE05F7A9,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-73D12597976E83DD,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-73D6859DE0547A16,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-73DFBBE301FCC3C3,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-743C28C54F6AE34A,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-743E037F4C744AF9,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7440FE9314D9C2BE,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-7445CF36BD2A50C2,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-744AFD0EB722A8AB,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-745DF207E0D45900,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-745FF0594148E2DE,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-74635904546F32C0,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7479DF70B8852375,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-74CD2D78319F50EE,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-74D5E524D6AD5A22,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-74DC04D683C8B0E6,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-74F7ED662B26AE1E,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7506B88F1F0D7FCD,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7528BE11D5560F55,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-753923F3458DD678,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7563185F2FD0FA6C,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-75691180FF3F8A7C,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-757F2BD6602B56C2,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-75A0195100BB89B7,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-75AFE5EBE0339B21,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-75C8C0EBF98EF3A7,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-75CC554A840F6A95,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-75CF8E1C2F59899F,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-75D6591BEF373D39,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-75DAEF27BAF5E003,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-75E09251C48A1D31,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-75E6788E99365EAD,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-75ECA4FFCFDD1A3A,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-760A7BA1C8333791,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-760BD9357BA99E1B,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-760F4EAD7FCDB691,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7616657AD24024FE,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-76182107084DD9B2,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-7631D76F381BAA5F,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-763596DD2A87978A,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-763C43DAFFF93B51,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7640FADDB5ECF2A2,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-7654694796DE8FB2,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-769B92AD9662A00E,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-76A44E735AB6E499,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-76B35CFE0976AB03,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-76BACE6BD31D2A6A,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-76CE78879F200704,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-76E3BD414BFC8222,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-76F4ABE3DC5193B5,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-77101720C3FADD52,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-771450B09E4D5A8D,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-771E863CC6E190AC,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7725C53ABDC50479,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-77468F3AD3EF8237,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7772FB3E6B568AE5,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-778ED6F7F56184BB,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-779445CF40863103,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-77947EA2045A8510,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-77B47268A3598742,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-77D00263663DC1BD,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-77DE9F3948928D70,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-77E5DAB49D44C7CF,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7823FD005D70AA26,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-78281BC4CE01D295,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-78492CD342D5B627,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-785006FDA2C6598D,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7864F1225A7CE7E3,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-786A4FE12AF59A3E,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-7875F2B2665D7C82,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-788D473ADDC84C39,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-788E06D44CD157FC,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-789A8098C17B5E4A,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-78A9714E3B0769D7,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-78C675C751B125E6,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-78CE974807242CDE,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-78D20EE068DECD7D,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-78D3B43178281154,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-78D5AA6C9687060B,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-78D7BB705E5702EE,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-78E0EFD5B9E7CC7C,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-78E9B3BE305CB70B,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-78FE303154C98074,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-79117F3D5113E2C8,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-7958114097B5AED4,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-795E76EE133A61B1,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-796B027583043C23,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-79715DB632A266D8,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7977F7148773F52C,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-79BD7E2F6C6D373A,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-79C4ED9A0B2D6474,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-79C84C31226C9A70,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-79C8BDAF500B79BC,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-79CC3712E269007D,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-79DDB2EF045733BB,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-79E80B6B664EC906,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-79F53902F4722685,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7A03A14101A0AA51,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7A142BAAA5F1833D,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7A18A71E2FB387E6,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7A2A772786BE9A3D,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7A41B32FCC34FCFA,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7A45EA9F66E433F2,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7A4D6B225799F3F9,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-7A62CE171064F16E,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7A6EEE09BA4C337B,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-7A87F9F099800868,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-7AB1CD94AC628554,ALGORITHM_OR_WORKFLOW,M2,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-7ABE7365E769CE2A,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-7AD3CE4E9D35A57A,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7AFCF26DAA0932F7,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7AFE8A2912C49602,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7B06B3298D7D7517,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-7B09BE9D4C976268,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7B238A1938E95C30,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
IMPLICIT-7B23940B6FEADDCB,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7B404713546DE5CE,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7B40A42C9223EF5C,UNRESOLVED_IDENTITY,M0,E0,QUARANTINE_UNTIL_DEFINED,TASK99_MACHINE_TRIAGED_EXPLICIT_QUARANTINE,1,0,0
IMPLICIT-7B6216F4488154D8,ALGORITHM_OR_WORKFLOW,M1,E0,KEEP_AS_ALGORITHM,TASK99_REPOSITORY_EVIDENCE_ADJUDICATED,1,0,0
